"","DATE","MONTH","QUARTER","IV_ID","IV_VALUE"
"1","01/31/1967",Jan 1967,1967 Q1,"RPI",3064
"2","02/28/1967",Feb 1967,1967 Q1,"RPI",3066.2
"3","03/31/1967",Mar 1967,1967 Q1,"RPI",3085.4
"4","04/30/1967",Apr 1967,1967 Q2,"RPI",3083.3
"5","05/31/1967",May 1967,1967 Q2,"RPI",3089
"6","06/30/1967",Jun 1967,1967 Q2,"RPI",3101.7
"7","07/31/1967",Jul 1967,1967 Q3,"RPI",3118.8
"8","08/31/1967",Aug 1967,1967 Q3,"RPI",3132.5
"9","09/30/1967",Sep 1967,1967 Q3,"RPI",3133.6
"10","10/31/1967",Oct 1967,1967 Q4,"RPI",3132.6
"11","11/30/1967",Nov 1967,1967 Q4,"RPI",3151.7
"12","12/31/1967",Dec 1967,1967 Q4,"RPI",3182.2
"13","01/31/1968",Jan 1968,1968 Q1,"RPI",3187.4
"14","02/29/1968",Feb 1968,1968 Q1,"RPI",3211.6
"15","03/31/1968",Mar 1968,1968 Q1,"RPI",3239.1
"16","04/30/1968",Apr 1968,1968 Q2,"RPI",3255.8
"17","05/31/1968",May 1968,1968 Q2,"RPI",3271.5
"18","06/30/1968",Jun 1968,1968 Q2,"RPI",3285.3
"19","07/31/1968",Jul 1968,1968 Q3,"RPI",3305.8
"20","08/31/1968",Aug 1968,1968 Q3,"RPI",3319.4
"21","09/30/1968",Sep 1968,1968 Q3,"RPI",3333
"22","10/31/1968",Oct 1968,1968 Q4,"RPI",3339
"23","11/30/1968",Nov 1968,1968 Q4,"RPI",3352.6
"24","12/31/1968",Dec 1968,1968 Q4,"RPI",3365.1
"25","01/31/1969",Jan 1969,1969 Q1,"RPI",3368.4
"26","02/28/1969",Feb 1969,1969 Q1,"RPI",3383.8
"27","03/31/1969",Mar 1969,1969 Q1,"RPI",3397.5
"28","04/30/1969",Apr 1969,1969 Q2,"RPI",3408.8
"29","05/31/1969",May 1969,1969 Q2,"RPI",3421.3
"30","06/30/1969",Jun 1969,1969 Q2,"RPI",3431.3
"31","07/31/1969",Jul 1969,1969 Q3,"RPI",3451.2
"32","08/31/1969",Aug 1969,1969 Q3,"RPI",3473.1
"33","09/30/1969",Sep 1969,1969 Q3,"RPI",3480.7
"34","10/31/1969",Oct 1969,1969 Q4,"RPI",3489.4
"35","11/30/1969",Nov 1969,1969 Q4,"RPI",3490.4
"36","12/31/1969",Dec 1969,1969 Q4,"RPI",3495.2
"37","01/31/1970",Jan 1970,1970 Q1,"RPI",3490.2
"38","02/28/1970",Feb 1970,1970 Q1,"RPI",3495.6
"39","03/31/1970",Mar 1970,1970 Q1,"RPI",3504.9
"40","04/30/1970",Apr 1970,1970 Q2,"RPI",3569
"41","05/31/1970",May 1970,1970 Q2,"RPI",3543.2
"42","06/30/1970",Jun 1970,1970 Q2,"RPI",3536.2
"43","07/31/1970",Jul 1970,1970 Q3,"RPI",3557.1
"44","08/31/1970",Aug 1970,1970 Q3,"RPI",3568.5
"45","09/30/1970",Sep 1970,1970 Q3,"RPI",3574.7
"46","10/31/1970",Oct 1970,1970 Q4,"RPI",3555
"47","11/30/1970",Nov 1970,1970 Q4,"RPI",3549.3
"48","12/31/1970",Dec 1970,1970 Q4,"RPI",3559.2
"49","01/31/1971",Jan 1971,1971 Q1,"RPI",3591.7
"50","02/28/1971",Feb 1971,1971 Q1,"RPI",3598.1
"51","03/31/1971",Mar 1971,1971 Q1,"RPI",3608.7
"52","04/30/1971",Apr 1971,1971 Q2,"RPI",3621.7
"53","05/31/1971",May 1971,1971 Q2,"RPI",3633.9
"54","06/30/1971",Jun 1971,1971 Q2,"RPI",3701.7
"55","07/31/1971",Jul 1971,1971 Q3,"RPI",3653.7
"56","08/31/1971",Aug 1971,1971 Q3,"RPI",3672.5
"57","09/30/1971",Sep 1971,1971 Q3,"RPI",3681.1
"58","10/31/1971",Oct 1971,1971 Q4,"RPI",3690.6
"59","11/30/1971",Nov 1971,1971 Q4,"RPI",3711.9
"60","12/31/1971",Dec 1971,1971 Q4,"RPI",3738.5
"61","01/31/1972",Jan 1972,1972 Q1,"RPI",3760.5
"62","02/29/1972",Feb 1972,1972 Q1,"RPI",3789.6
"63","03/31/1972",Mar 1972,1972 Q1,"RPI",3809.5
"64","04/30/1972",Apr 1972,1972 Q2,"RPI",3817
"65","05/31/1972",May 1972,1972 Q2,"RPI",3831.8
"66","06/30/1972",Jun 1972,1972 Q2,"RPI",3838.1
"67","07/31/1972",Jul 1972,1972 Q3,"RPI",3867.2
"68","08/31/1972",Aug 1972,1972 Q3,"RPI",3904.2
"69","09/30/1972",Sep 1972,1972 Q3,"RPI",3918.8
"70","10/31/1972",Oct 1972,1972 Q4,"RPI",4005.3
"71","11/30/1972",Nov 1972,1972 Q4,"RPI",4048.7
"72","12/31/1972",Dec 1972,1972 Q4,"RPI",4065.5
"73","01/31/1973",Jan 1973,1973 Q1,"RPI",4054.4
"74","02/28/1973",Feb 1973,1973 Q1,"RPI",4077.7
"75","03/31/1973",Mar 1973,1973 Q1,"RPI",4082.9
"76","04/30/1973",Apr 1973,1973 Q2,"RPI",4092.2
"77","05/31/1973",May 1973,1973 Q2,"RPI",4111
"78","06/30/1973",Jun 1973,1973 Q2,"RPI",4122.7
"79","07/31/1973",Jul 1973,1973 Q3,"RPI",4134.4
"80","08/31/1973",Aug 1973,1973 Q3,"RPI",4125.1
"81","09/30/1973",Sep 1973,1973 Q3,"RPI",4150
"82","10/31/1973",Oct 1973,1973 Q4,"RPI",4189
"83","11/30/1973",Nov 1973,1973 Q4,"RPI",4200.1
"84","12/31/1973",Dec 1973,1973 Q4,"RPI",4188.2
"85","01/31/1974",Jan 1974,1974 Q1,"RPI",4158.1
"86","02/28/1974",Feb 1974,1974 Q1,"RPI",4132.5
"87","03/31/1974",Mar 1974,1974 Q1,"RPI",4103.7
"88","04/30/1974",Apr 1974,1974 Q2,"RPI",4102.7
"89","05/31/1974",May 1974,1974 Q2,"RPI",4107.2
"90","06/30/1974",Jun 1974,1974 Q2,"RPI",4111.5
"91","07/31/1974",Jul 1974,1974 Q3,"RPI",4140.3
"92","08/31/1974",Aug 1974,1974 Q3,"RPI",4120.8
"93","09/30/1974",Sep 1974,1974 Q3,"RPI",4113.5
"94","10/31/1974",Oct 1974,1974 Q4,"RPI",4124.3
"95","11/30/1974",Nov 1974,1974 Q4,"RPI",4097
"96","12/31/1974",Dec 1974,1974 Q4,"RPI",4091
"97","01/31/1975",Jan 1975,1975 Q1,"RPI",4084.9
"98","02/28/1975",Feb 1975,1975 Q1,"RPI",4078.9
"99","03/31/1975",Mar 1975,1975 Q1,"RPI",4080.2
"100","04/30/1975",Apr 1975,1975 Q2,"RPI",4085.8
"101","05/31/1975",May 1975,1975 Q2,"RPI",4109.6
"102","06/30/1975",Jun 1975,1975 Q2,"RPI",4182.6
"103","07/31/1975",Jul 1975,1975 Q3,"RPI",4138.6
"104","08/31/1975",Aug 1975,1975 Q3,"RPI",4172.8
"105","09/30/1975",Sep 1975,1975 Q3,"RPI",4187.1
"106","10/31/1975",Oct 1975,1975 Q4,"RPI",4209
"107","11/30/1975",Nov 1975,1975 Q4,"RPI",4211.6
"108","12/31/1975",Dec 1975,1975 Q4,"RPI",4218.8
"109","01/31/1976",Jan 1976,1976 Q1,"RPI",4249.4
"110","02/29/1976",Feb 1976,1976 Q1,"RPI",4277.5
"111","03/31/1976",Mar 1976,1976 Q1,"RPI",4294.7
"112","04/30/1976",Apr 1976,1976 Q2,"RPI",4313.5
"113","05/31/1976",May 1976,1976 Q2,"RPI",4322.1
"114","06/30/1976",Jun 1976,1976 Q2,"RPI",4329.2
"115","07/31/1976",Jul 1976,1976 Q3,"RPI",4358.5
"116","08/31/1976",Aug 1976,1976 Q3,"RPI",4371.2
"117","09/30/1976",Sep 1976,1976 Q3,"RPI",4375.8
"118","10/31/1976",Oct 1976,1976 Q4,"RPI",4376.6
"119","11/30/1976",Nov 1976,1976 Q4,"RPI",4417.5
"120","12/31/1976",Dec 1976,1976 Q4,"RPI",4427.4
"121","01/31/1977",Jan 1977,1977 Q1,"RPI",4403
"122","02/28/1977",Feb 1977,1977 Q1,"RPI",4415.8
"123","03/31/1977",Mar 1977,1977 Q1,"RPI",4438.2
"124","04/30/1977",Apr 1977,1977 Q2,"RPI",4461.6
"125","05/31/1977",May 1977,1977 Q2,"RPI",4475.6
"126","06/30/1977",Jun 1977,1977 Q2,"RPI",4483.4
"127","07/31/1977",Jul 1977,1977 Q3,"RPI",4508.5
"128","08/31/1977",Aug 1977,1977 Q3,"RPI",4528.5
"129","09/30/1977",Sep 1977,1977 Q3,"RPI",4559.1
"130","10/31/1977",Oct 1977,1977 Q4,"RPI",4607
"131","11/30/1977",Nov 1977,1977 Q4,"RPI",4637.5
"132","12/31/1977",Dec 1977,1977 Q4,"RPI",4649.8
"133","01/31/1978",Jan 1978,1978 Q1,"RPI",4634.1
"134","02/28/1978",Feb 1978,1978 Q1,"RPI",4654
"135","03/31/1978",Mar 1978,1978 Q1,"RPI",4682.9
"136","04/30/1978",Apr 1978,1978 Q2,"RPI",4711.9
"137","05/31/1978",May 1978,1978 Q2,"RPI",4717.7
"138","06/30/1978",Jun 1978,1978 Q2,"RPI",4734.6
"139","07/31/1978",Jul 1978,1978 Q3,"RPI",4763.4
"140","08/31/1978",Aug 1978,1978 Q3,"RPI",4780.5
"141","09/30/1978",Sep 1978,1978 Q3,"RPI",4792.3
"142","10/31/1978",Oct 1978,1978 Q4,"RPI",4808.6
"143","11/30/1978",Nov 1978,1978 Q4,"RPI",4824.3
"144","12/31/1978",Dec 1978,1978 Q4,"RPI",4850.6
"145","01/31/1979",Jan 1979,1979 Q1,"RPI",4862.2
"146","02/28/1979",Feb 1979,1979 Q1,"RPI",4878
"147","03/31/1979",Mar 1979,1979 Q1,"RPI",4895.2
"148","04/30/1979",Apr 1979,1979 Q2,"RPI",4858.8
"149","05/31/1979",May 1979,1979 Q2,"RPI",4849.3
"150","06/30/1979",Jun 1979,1979 Q2,"RPI",4849.6
"151","07/31/1979",Jul 1979,1979 Q3,"RPI",4886.3
"152","08/31/1979",Aug 1979,1979 Q3,"RPI",4892.8
"153","09/30/1979",Sep 1979,1979 Q3,"RPI",4896
"154","10/31/1979",Oct 1979,1979 Q4,"RPI",4911.9
"155","11/30/1979",Nov 1979,1979 Q4,"RPI",4936.4
"156","12/31/1979",Dec 1979,1979 Q4,"RPI",4954.2
"157","01/31/1980",Jan 1980,1980 Q1,"RPI",4953.8
"158","02/29/1980",Feb 1980,1980 Q1,"RPI",4929.4
"159","03/31/1980",Mar 1980,1980 Q1,"RPI",4894.8
"160","04/30/1980",Apr 1980,1980 Q2,"RPI",4876.3
"161","05/31/1980",May 1980,1980 Q2,"RPI",4859.7
"162","06/30/1980",Jun 1980,1980 Q2,"RPI",4863.6
"163","07/31/1980",Jul 1980,1980 Q3,"RPI",4898.5
"164","08/31/1980",Aug 1980,1980 Q3,"RPI",4910.9
"165","09/30/1980",Sep 1980,1980 Q3,"RPI",4941.7
"166","10/31/1980",Oct 1980,1980 Q4,"RPI",5002.8
"167","11/30/1980",Nov 1980,1980 Q4,"RPI",5022.4
"168","12/31/1980",Dec 1980,1980 Q4,"RPI",5047.7
"169","01/31/1981",Jan 1981,1981 Q1,"RPI",5023.7
"170","02/28/1981",Feb 1981,1981 Q1,"RPI",5006.3
"171","03/31/1981",Mar 1981,1981 Q1,"RPI",5021.7
"172","04/30/1981",Apr 1981,1981 Q2,"RPI",5010.3
"173","05/31/1981",May 1981,1981 Q2,"RPI",5025.9
"174","06/30/1981",Jun 1981,1981 Q2,"RPI",5054.3
"175","07/31/1981",Jul 1981,1981 Q3,"RPI",5131
"176","08/31/1981",Aug 1981,1981 Q3,"RPI",5151.1
"177","09/30/1981",Sep 1981,1981 Q3,"RPI",5148.5
"178","10/31/1981",Oct 1981,1981 Q4,"RPI",5134.5
"179","11/30/1981",Nov 1981,1981 Q4,"RPI",5137.4
"180","12/31/1981",Dec 1981,1981 Q4,"RPI",5129.9
"181","01/31/1982",Jan 1982,1982 Q1,"RPI",5115.5
"182","02/28/1982",Feb 1982,1982 Q1,"RPI",5136.8
"183","03/31/1982",Mar 1982,1982 Q1,"RPI",5139.9
"184","04/30/1982",Apr 1982,1982 Q2,"RPI",5173.4
"185","05/31/1982",May 1982,1982 Q2,"RPI",5177.6
"186","06/30/1982",Jun 1982,1982 Q2,"RPI",5156.7
"187","07/31/1982",Jul 1982,1982 Q3,"RPI",5161
"188","08/31/1982",Aug 1982,1982 Q3,"RPI",5161.5
"189","09/30/1982",Sep 1982,1982 Q3,"RPI",5158.8
"190","10/31/1982",Oct 1982,1982 Q4,"RPI",5158.3
"191","11/30/1982",Nov 1982,1982 Q4,"RPI",5179
"192","12/31/1982",Dec 1982,1982 Q4,"RPI",5205.2
"193","01/31/1983",Jan 1983,1983 Q1,"RPI",5190.6
"194","02/28/1983",Feb 1983,1983 Q1,"RPI",5193.6
"195","03/31/1983",Mar 1983,1983 Q1,"RPI",5217.9
"196","04/30/1983",Apr 1983,1983 Q2,"RPI",5221
"197","05/31/1983",May 1983,1983 Q2,"RPI",5254.6
"198","06/30/1983",Jun 1983,1983 Q2,"RPI",5255.2
"199","07/31/1983",Jul 1983,1983 Q3,"RPI",5269.9
"200","08/31/1983",Aug 1983,1983 Q3,"RPI",5269.4
"201","09/30/1983",Sep 1983,1983 Q3,"RPI",5298.6
"202","10/31/1983",Oct 1983,1983 Q4,"RPI",5346.8
"203","11/30/1983",Nov 1983,1983 Q4,"RPI",5388.2
"204","12/31/1983",Dec 1983,1983 Q4,"RPI",5434.1
"205","01/31/1984",Jan 1984,1984 Q1,"RPI",5464.4
"206","02/29/1984",Feb 1984,1984 Q1,"RPI",5497
"207","03/31/1984",Mar 1984,1984 Q1,"RPI",5529.6
"208","04/30/1984",Apr 1984,1984 Q2,"RPI",5567.5
"209","05/31/1984",May 1984,1984 Q2,"RPI",5580.4
"210","06/30/1984",Jun 1984,1984 Q2,"RPI",5625
"211","07/31/1984",Jul 1984,1984 Q3,"RPI",5647
"212","08/31/1984",Aug 1984,1984 Q3,"RPI",5687.4
"213","09/30/1984",Sep 1984,1984 Q3,"RPI",5726.1
"214","10/31/1984",Oct 1984,1984 Q4,"RPI",5713.1
"215","11/30/1984",Nov 1984,1984 Q4,"RPI",5749.3
"216","12/31/1984",Dec 1984,1984 Q4,"RPI",5789.4
"217","01/31/1985",Jan 1985,1985 Q1,"RPI",5787.8
"218","02/28/1985",Feb 1985,1985 Q1,"RPI",5794.5
"219","03/31/1985",Mar 1985,1985 Q1,"RPI",5795.8
"220","04/30/1985",Apr 1985,1985 Q2,"RPI",5805.2
"221","05/31/1985",May 1985,1985 Q2,"RPI",5810.2
"222","06/30/1985",Jun 1985,1985 Q2,"RPI",5828.4
"223","07/31/1985",Jul 1985,1985 Q3,"RPI",5827.4
"224","08/31/1985",Aug 1985,1985 Q3,"RPI",5825
"225","09/30/1985",Sep 1985,1985 Q3,"RPI",5848
"226","10/31/1985",Oct 1985,1985 Q4,"RPI",5878.1
"227","11/30/1985",Nov 1985,1985 Q4,"RPI",5886.7
"228","12/31/1985",Dec 1985,1985 Q4,"RPI",5914.9
"229","01/31/1986",Jan 1986,1986 Q1,"RPI",5906.5
"230","02/28/1986",Feb 1986,1986 Q1,"RPI",5936.8
"231","03/31/1986",Mar 1986,1986 Q1,"RPI",5992.8
"232","04/30/1986",Apr 1986,1986 Q2,"RPI",6004.3
"233","05/31/1986",May 1986,1986 Q2,"RPI",6011.3
"234","06/30/1986",Jun 1986,1986 Q2,"RPI",6013.5
"235","07/31/1986",Jul 1986,1986 Q3,"RPI",6039.2
"236","08/31/1986",Aug 1986,1986 Q3,"RPI",6049.5
"237","09/30/1986",Sep 1986,1986 Q3,"RPI",6057.5
"238","10/31/1986",Oct 1986,1986 Q4,"RPI",6060.3
"239","11/30/1986",Nov 1986,1986 Q4,"RPI",6076.3
"240","12/31/1986",Dec 1986,1986 Q4,"RPI",6084.7
"241","01/31/1987",Jan 1987,1987 Q1,"RPI",6079.8
"242","02/28/1987",Feb 1987,1987 Q1,"RPI",6096
"243","03/31/1987",Mar 1987,1987 Q1,"RPI",6113.6
"244","04/30/1987",Apr 1987,1987 Q2,"RPI",6105.7
"245","05/31/1987",May 1987,1987 Q2,"RPI",6142
"246","06/30/1987",Jun 1987,1987 Q2,"RPI",6137.3
"247","07/31/1987",Jul 1987,1987 Q3,"RPI",6157.1
"248","08/31/1987",Aug 1987,1987 Q3,"RPI",6188.3
"249","09/30/1987",Sep 1987,1987 Q3,"RPI",6194.3
"250","10/31/1987",Oct 1987,1987 Q4,"RPI",6240.6
"251","11/30/1987",Nov 1987,1987 Q4,"RPI",6266.8
"252","12/31/1987",Dec 1987,1987 Q4,"RPI",6326.9
"253","01/31/1988",Jan 1988,1988 Q1,"RPI",6309.4
"254","02/29/1988",Feb 1988,1988 Q1,"RPI",6333.9
"255","03/31/1988",Mar 1988,1988 Q1,"RPI",6352.8
"256","04/30/1988",Apr 1988,1988 Q2,"RPI",6359.3
"257","05/31/1988",May 1988,1988 Q2,"RPI",6365
"258","06/30/1988",Jun 1988,1988 Q2,"RPI",6383.9
"259","07/31/1988",Jul 1988,1988 Q3,"RPI",6408.1
"260","08/31/1988",Aug 1988,1988 Q3,"RPI",6417
"261","09/30/1988",Sep 1988,1988 Q3,"RPI",6425
"262","10/31/1988",Oct 1988,1988 Q4,"RPI",6458.4
"263","11/30/1988",Nov 1988,1988 Q4,"RPI",6463.7
"264","12/31/1988",Dec 1988,1988 Q4,"RPI",6506.1
"265","01/31/1989",Jan 1989,1989 Q1,"RPI",6570.2
"266","02/28/1989",Feb 1989,1989 Q1,"RPI",6577
"267","03/31/1989",Mar 1989,1989 Q1,"RPI",6603.4
"268","04/30/1989",Apr 1989,1989 Q2,"RPI",6579
"269","05/31/1989",May 1989,1989 Q2,"RPI",6553.3
"270","06/30/1989",Jun 1989,1989 Q2,"RPI",6575.9
"271","07/31/1989",Jul 1989,1989 Q3,"RPI",6593.8
"272","08/31/1989",Aug 1989,1989 Q3,"RPI",6608.5
"273","09/30/1989",Sep 1989,1989 Q3,"RPI",6625.8
"274","10/31/1989",Oct 1989,1989 Q4,"RPI",6651.9
"275","11/30/1989",Nov 1989,1989 Q4,"RPI",6659.9
"276","12/31/1989",Dec 1989,1989 Q4,"RPI",6665.5
"277","01/31/1990",Jan 1990,1990 Q1,"RPI",6677
"278","02/28/1990",Feb 1990,1990 Q1,"RPI",6700.9
"279","03/31/1990",Mar 1990,1990 Q1,"RPI",6704.5
"280","04/30/1990",Apr 1990,1990 Q2,"RPI",6744.3
"281","05/31/1990",May 1990,1990 Q2,"RPI",6732.7
"282","06/30/1990",Jun 1990,1990 Q2,"RPI",6746.2
"283","07/31/1990",Jul 1990,1990 Q3,"RPI",6767.3
"284","08/31/1990",Aug 1990,1990 Q3,"RPI",6731.2
"285","09/30/1990",Sep 1990,1990 Q3,"RPI",6731.8
"286","10/31/1990",Oct 1990,1990 Q4,"RPI",6682.2
"287","11/30/1990",Nov 1990,1990 Q4,"RPI",6686.1
"288","12/31/1990",Dec 1990,1990 Q4,"RPI",6710.2
"289","01/31/1991",Jan 1991,1991 Q1,"RPI",6666.3
"290","02/28/1991",Feb 1991,1991 Q1,"RPI",6676.8
"291","03/31/1991",Mar 1991,1991 Q1,"RPI",6691.1
"292","04/30/1991",Apr 1991,1991 Q2,"RPI",6714.6
"293","05/31/1991",May 1991,1991 Q2,"RPI",6712.7
"294","06/30/1991",Jun 1991,1991 Q2,"RPI",6748
"295","07/31/1991",Jul 1991,1991 Q3,"RPI",6726.5
"296","08/31/1991",Aug 1991,1991 Q3,"RPI",6732.9
"297","09/30/1991",Sep 1991,1991 Q3,"RPI",6752.6
"298","10/31/1991",Oct 1991,1991 Q4,"RPI",6761.6
"299","11/30/1991",Nov 1991,1991 Q4,"RPI",6767.4
"300","12/31/1991",Dec 1991,1991 Q4,"RPI",6813.7
"301","01/31/1992",Jan 1992,1992 Q1,"RPI",6826.8
"302","02/29/1992",Feb 1992,1992 Q1,"RPI",6860
"303","03/31/1992",Mar 1992,1992 Q1,"RPI",6869.9
"304","04/30/1992",Apr 1992,1992 Q2,"RPI",6893.4
"305","05/31/1992",May 1992,1992 Q2,"RPI",6922.9
"306","06/30/1992",Jun 1992,1992 Q2,"RPI",6935.8
"307","07/31/1992",Jul 1992,1992 Q3,"RPI",6936.2
"308","08/31/1992",Aug 1992,1992 Q3,"RPI",6969
"309","09/30/1992",Sep 1992,1992 Q3,"RPI",6959.8
"310","10/31/1992",Oct 1992,1992 Q4,"RPI",6983.3
"311","11/30/1992",Nov 1992,1992 Q4,"RPI",6993.9
"312","12/31/1992",Dec 1992,1992 Q4,"RPI",7224.9
"313","01/31/1993",Jan 1993,1993 Q1,"RPI",6945.7
"314","02/28/1993",Feb 1993,1993 Q1,"RPI",6946.7
"315","03/31/1993",Mar 1993,1993 Q1,"RPI",6937.6
"316","04/30/1993",Apr 1993,1993 Q2,"RPI",7057.5
"317","05/31/1993",May 1993,1993 Q2,"RPI",7077.2
"318","06/30/1993",Jun 1993,1993 Q2,"RPI",7072
"319","07/31/1993",Jul 1993,1993 Q3,"RPI",7093.1
"320","08/31/1993",Aug 1993,1993 Q3,"RPI",7104.2
"321","09/30/1993",Sep 1993,1993 Q3,"RPI",7100.3
"322","10/31/1993",Oct 1993,1993 Q4,"RPI",7112.1
"323","11/30/1993",Nov 1993,1993 Q4,"RPI",7134.9
"324","12/31/1993",Dec 1993,1993 Q4,"RPI",7375.6
"325","01/31/1994",Jan 1994,1994 Q1,"RPI",7168.2
"326","02/28/1994",Feb 1994,1994 Q1,"RPI",7165.4
"327","03/31/1994",Mar 1994,1994 Q1,"RPI",7194.6
"328","04/30/1994",Apr 1994,1994 Q2,"RPI",7284.7
"329","05/31/1994",May 1994,1994 Q2,"RPI",7325.4
"330","06/30/1994",Jun 1994,1994 Q2,"RPI",7319.5
"331","07/31/1994",Jul 1994,1994 Q3,"RPI",7326.8
"332","08/31/1994",Aug 1994,1994 Q3,"RPI",7340.2
"333","09/30/1994",Sep 1994,1994 Q3,"RPI",7374.2
"334","10/31/1994",Oct 1994,1994 Q4,"RPI",7435.4
"335","11/30/1994",Nov 1994,1994 Q4,"RPI",7431.1
"336","12/31/1994",Dec 1994,1994 Q4,"RPI",7458.3
"337","01/31/1995",Jan 1995,1995 Q1,"RPI",7490
"338","02/28/1995",Feb 1995,1995 Q1,"RPI",7499.4
"339","03/31/1995",Mar 1995,1995 Q1,"RPI",7512.2
"340","04/30/1995",Apr 1995,1995 Q2,"RPI",7514.8
"341","05/31/1995",May 1995,1995 Q2,"RPI",7515.4
"342","06/30/1995",Jun 1995,1995 Q2,"RPI",7539.3
"343","07/31/1995",Jul 1995,1995 Q3,"RPI",7561.5
"344","08/31/1995",Aug 1995,1995 Q3,"RPI",7568.7
"345","09/30/1995",Sep 1995,1995 Q3,"RPI",7596.4
"346","10/31/1995",Oct 1995,1995 Q4,"RPI",7607.8
"347","11/30/1995",Nov 1995,1995 Q4,"RPI",7636.2
"348","12/31/1995",Dec 1995,1995 Q4,"RPI",7654.6
"349","01/31/1996",Jan 1996,1996 Q1,"RPI",7679.3
"350","02/29/1996",Feb 1996,1996 Q1,"RPI",7748.5
"351","03/31/1996",Mar 1996,1996 Q1,"RPI",7780.2
"352","04/30/1996",Apr 1996,1996 Q2,"RPI",7804.7
"353","05/31/1996",May 1996,1996 Q2,"RPI",7842.5
"354","06/30/1996",Jun 1996,1996 Q2,"RPI",7896.4
"355","07/31/1996",Jul 1996,1996 Q3,"RPI",7880.8
"356","08/31/1996",Aug 1996,1996 Q3,"RPI",7907.1
"357","09/30/1996",Sep 1996,1996 Q3,"RPI",7931.4
"358","10/31/1996",Oct 1996,1996 Q4,"RPI",7935
"359","11/30/1996",Nov 1996,1996 Q4,"RPI",7959.6
"360","12/31/1996",Dec 1996,1996 Q4,"RPI",7989
"361","01/31/1997",Jan 1997,1997 Q1,"RPI",8035.2
"362","02/28/1997",Feb 1997,1997 Q1,"RPI",8058.9
"363","03/31/1997",Mar 1997,1997 Q1,"RPI",8094.6
"364","04/30/1997",Apr 1997,1997 Q2,"RPI",8097.2
"365","05/31/1997",May 1997,1997 Q2,"RPI",8131.4
"366","06/30/1997",Jun 1997,1997 Q2,"RPI",8158.9
"367","07/31/1997",Jul 1997,1997 Q3,"RPI",8196.8
"368","08/31/1997",Aug 1997,1997 Q3,"RPI",8243.8
"369","09/30/1997",Sep 1997,1997 Q3,"RPI",8268
"370","10/31/1997",Oct 1997,1997 Q4,"RPI",8307.8
"371","11/30/1997",Nov 1997,1997 Q4,"RPI",8364.6
"372","12/31/1997",Dec 1997,1997 Q4,"RPI",8415.5
"373","01/31/1998",Jan 1998,1998 Q1,"RPI",8498.6
"374","02/28/1998",Feb 1998,1998 Q1,"RPI",8562.1
"375","03/31/1998",Mar 1998,1998 Q1,"RPI",8617.3
"376","04/30/1998",Apr 1998,1998 Q2,"RPI",8649
"377","05/31/1998",May 1998,1998 Q2,"RPI",8688.8
"378","06/30/1998",Jun 1998,1998 Q2,"RPI",8740.6
"379","07/31/1998",Jul 1998,1998 Q3,"RPI",8758.2
"380","08/31/1998",Aug 1998,1998 Q3,"RPI",8792.8
"381","09/30/1998",Sep 1998,1998 Q3,"RPI",8824.9
"382","10/31/1998",Oct 1998,1998 Q4,"RPI",8843
"383","11/30/1998",Nov 1998,1998 Q4,"RPI",8881
"384","12/31/1998",Dec 1998,1998 Q4,"RPI",8892.9
"385","01/31/1999",Jan 1999,1999 Q1,"RPI",8910.9
"386","02/28/1999",Feb 1999,1999 Q1,"RPI",8939.2
"387","03/31/1999",Mar 1999,1999 Q1,"RPI",8950.1
"388","04/30/1999",Apr 1999,1999 Q2,"RPI",8937
"389","05/31/1999",May 1999,1999 Q2,"RPI",8960.9
"390","06/30/1999",Jun 1999,1999 Q2,"RPI",8993.1
"391","07/31/1999",Jul 1999,1999 Q3,"RPI",9008.9
"392","08/31/1999",Aug 1999,1999 Q3,"RPI",9050
"393","09/30/1999",Sep 1999,1999 Q3,"RPI",9049.1
"394","10/31/1999",Oct 1999,1999 Q4,"RPI",9112.3
"395","11/30/1999",Nov 1999,1999 Q4,"RPI",9185.7
"396","12/31/1999",Dec 1999,1999 Q4,"RPI",9267.9
"397","01/31/2000",Jan 2000,2000 Q1,"RPI",9364.8
"398","02/29/2000",Feb 2000,2000 Q1,"RPI",9414.8
"399","03/31/2000",Mar 2000,2000 Q1,"RPI",9434.6
"400","04/30/2000",Apr 2000,2000 Q2,"RPI",9479.2
"401","05/31/2000",May 2000,2000 Q2,"RPI",9507.6
"402","06/30/2000",Jun 2000,2000 Q2,"RPI",9529.2
"403","07/31/2000",Jul 2000,2000 Q3,"RPI",9574.7
"404","08/31/2000",Aug 2000,2000 Q3,"RPI",9615
"405","09/30/2000",Sep 2000,2000 Q3,"RPI",9620.8
"406","10/31/2000",Oct 2000,2000 Q4,"RPI",9618.6
"407","11/30/2000",Nov 2000,2000 Q4,"RPI",9610.2
"408","12/31/2000",Dec 2000,2000 Q4,"RPI",9632.7
"409","01/31/2001",Jan 2001,2001 Q1,"RPI",9693
"410","02/28/2001",Feb 2001,2001 Q1,"RPI",9718.9
"411","03/31/2001",Mar 2001,2001 Q1,"RPI",9748
"412","04/30/2001",Apr 2001,2001 Q2,"RPI",9718.1
"413","05/31/2001",May 2001,2001 Q2,"RPI",9691.9
"414","06/30/2001",Jun 2001,2001 Q2,"RPI",9684.5
"415","07/31/2001",Jul 2001,2001 Q3,"RPI",9691
