"","DATE","MONTH","QUARTER","IV_ID","IV_VALUE"
"12926","06/30/1997",Jun 1997,1997 Q2,"UNRATE",5
"12927","07/31/1997",Jul 1997,1997 Q3,"UNRATE",4.8
"12928","08/31/1997",Aug 1997,1997 Q3,"UNRATE",4.9
"12929","09/30/1997",Sep 1997,1997 Q3,"UNRATE",4.9
"12930","10/31/1997",Oct 1997,1997 Q4,"UNRATE",4.7
"12931","11/30/1997",Nov 1997,1997 Q4,"UNRATE",4.6
"12932","12/31/1997",Dec 1997,1997 Q4,"UNRATE",4.7
"12933","01/31/1998",Jan 1998,1998 Q1,"UNRATE",4.7
"12934","02/28/1998",Feb 1998,1998 Q1,"UNRATE",4.6
"12935","03/31/1998",Mar 1998,1998 Q1,"UNRATE",4.7
"12936","04/30/1998",Apr 1998,1998 Q2,"UNRATE",4.3
"12937","05/31/1998",May 1998,1998 Q2,"UNRATE",4.3
"12938","06/30/1998",Jun 1998,1998 Q2,"UNRATE",4.5
"12939","07/31/1998",Jul 1998,1998 Q3,"UNRATE",4.5
"12940","08/31/1998",Aug 1998,1998 Q3,"UNRATE",4.5
"12941","09/30/1998",Sep 1998,1998 Q3,"UNRATE",4.6
"12942","10/31/1998",Oct 1998,1998 Q4,"UNRATE",4.6
"12943","11/30/1998",Nov 1998,1998 Q4,"UNRATE",4.4
"12944","12/31/1998",Dec 1998,1998 Q4,"UNRATE",4.3
"12945","01/31/1999",Jan 1999,1999 Q1,"UNRATE",4.3
"12946","02/28/1999",Feb 1999,1999 Q1,"UNRATE",4.4
"12947","03/31/1999",Mar 1999,1999 Q1,"UNRATE",4.2
"12948","04/30/1999",Apr 1999,1999 Q2,"UNRATE",4.3
"12949","05/31/1999",May 1999,1999 Q2,"UNRATE",4.2
"12950","06/30/1999",Jun 1999,1999 Q2,"UNRATE",4.3
"12951","07/31/1999",Jul 1999,1999 Q3,"UNRATE",4.3
"12952","08/31/1999",Aug 1999,1999 Q3,"UNRATE",4.2
"12953","09/30/1999",Sep 1999,1999 Q3,"UNRATE",4.2
"12954","10/31/1999",Oct 1999,1999 Q4,"UNRATE",4.1
"12955","11/30/1999",Nov 1999,1999 Q4,"UNRATE",4.1
"12956","12/31/1999",Dec 1999,1999 Q4,"UNRATE",4.1
"12957","01/31/2000",Jan 2000,2000 Q1,"UNRATE",4
"12958","02/29/2000",Feb 2000,2000 Q1,"UNRATE",4.1
"12959","03/31/2000",Mar 2000,2000 Q1,"UNRATE",4.1
"12960","04/30/2000",Apr 2000,2000 Q2,"UNRATE",3.9
"12961","05/31/2000",May 2000,2000 Q2,"UNRATE",4.1
"12962","06/30/2000",Jun 2000,2000 Q2,"UNRATE",4
"12963","07/31/2000",Jul 2000,2000 Q3,"UNRATE",4
"12964","08/31/2000",Aug 2000,2000 Q3,"UNRATE",4.1
"12965","09/30/2000",Sep 2000,2000 Q3,"UNRATE",3.9
"12966","10/31/2000",Oct 2000,2000 Q4,"UNRATE",3.9
"12967","11/30/2000",Nov 2000,2000 Q4,"UNRATE",4
"12968","12/31/2000",Dec 2000,2000 Q4,"UNRATE",4
"12969","01/31/2001",Jan 2001,2001 Q1,"UNRATE",4.2
"12970","02/28/2001",Feb 2001,2001 Q1,"UNRATE",4.2
"12971","03/31/2001",Mar 2001,2001 Q1,"UNRATE",4.3
"12972","04/30/2001",Apr 2001,2001 Q2,"UNRATE",4.5
"12973","05/31/2001",May 2001,2001 Q2,"UNRATE",4.4
"12974","06/30/2001",Jun 2001,2001 Q2,"UNRATE",4.5
"12975","07/31/2001",Jul 2001,2001 Q3,"UNRATE",4.5
"12976","08/31/2001",Aug 2001,2001 Q3,"UNRATE",4.9
"12977","09/30/2001",Sep 2001,2001 Q3,"UNRATE",4.9
"12978","10/31/2001",Oct 2001,2001 Q4,"UNRATE",5.4
"12979","11/30/2001",Nov 2001,2001 Q4,"UNRATE",5.7
"12980","12/31/2001",Dec 2001,2001 Q4,"UNRATE",5.8
"12981","01/31/2002",Jan 2002,2002 Q1,"UNRATE",5.6
"12982","02/28/2002",Feb 2002,2002 Q1,"UNRATE",5.5
"12983","03/31/2002",Mar 2002,2002 Q1,"UNRATE",5.7
"12984","04/30/2002",Apr 2002,2002 Q2,"UNRATE",6
"12985","05/31/2002",May 2002,2002 Q2,"UNRATE",5.8
"12986","06/30/2002",Jun 2002,2002 Q2,"UNRATE",5.9
"12987","07/31/2002",Jul 2002,2002 Q3,"UNRATE",5.9
"12988","08/31/2002",Aug 2002,2002 Q3,"UNRATE",5.7
"12989","09/30/2002",Sep 2002,2002 Q3,"UNRATE",5.6
"12990","10/31/2002",Oct 2002,2002 Q4,"UNRATE",5.7
"12991","11/30/2002",Nov 2002,2002 Q4,"UNRATE",6
"12992","12/31/2002",Dec 2002,2002 Q4,"UNRATE",6
"12993","01/31/2003",Jan 2003,2003 Q1,"UNRATE",5.7
"12994","02/28/2003",Feb 2003,2003 Q1,"UNRATE",5.8
"12995","03/31/2003",Mar 2003,2003 Q1,"UNRATE",5.8
"12996","04/30/2003",Apr 2003,2003 Q2,"UNRATE",6
"12997","05/31/2003",May 2003,2003 Q2,"UNRATE",6.1
"12998","06/30/2003",Jun 2003,2003 Q2,"UNRATE",6.4
"12999","07/31/2003",Jul 2003,2003 Q3,"UNRATE",6.2
"13000","08/31/2003",Aug 2003,2003 Q3,"UNRATE",6.1
"13001","09/30/2003",Sep 2003,2003 Q3,"UNRATE",6.1
"13002","10/31/2003",Oct 2003,2003 Q4,"UNRATE",6
"13003","11/30/2003",Nov 2003,2003 Q4,"UNRATE",5.9
"13004","12/31/2003",Dec 2003,2003 Q4,"UNRATE",5.7
"13005","01/31/2004",Jan 2004,2004 Q1,"UNRATE",5.6
"13006","02/29/2004",Feb 2004,2004 Q1,"UNRATE",5.6
"13007","03/31/2004",Mar 2004,2004 Q1,"UNRATE",5.7
"13008","04/30/2004",Apr 2004,2004 Q2,"UNRATE",5.6
"13009","05/31/2004",May 2004,2004 Q2,"UNRATE",5.6
"13010","06/30/2004",Jun 2004,2004 Q2,"UNRATE",5.6
"13011","07/31/2004",Jul 2004,2004 Q3,"UNRATE",5.5
"13012","08/31/2004",Aug 2004,2004 Q3,"UNRATE",5.4
"13013","09/30/2004",Sep 2004,2004 Q3,"UNRATE",5.4
"13014","10/31/2004",Oct 2004,2004 Q4,"UNRATE",5.5
"13015","11/30/2004",Nov 2004,2004 Q4,"UNRATE",5.4
"13016","12/31/2004",Dec 2004,2004 Q4,"UNRATE",5.4
"13017","01/31/2005",Jan 2005,2005 Q1,"UNRATE",5.2
"13018","02/28/2005",Feb 2005,2005 Q1,"UNRATE",5.4
"13019","03/31/2005",Mar 2005,2005 Q1,"UNRATE",5.2
"13020","04/30/2005",Apr 2005,2005 Q2,"UNRATE",5.2
"13021","05/31/2005",May 2005,2005 Q2,"UNRATE",5.1
"13022","06/30/2005",Jun 2005,2005 Q2,"UNRATE",5
"13023","07/31/2005",Jul 2005,2005 Q3,"UNRATE",5
"13024","08/31/2005",Aug 2005,2005 Q3,"UNRATE",4.9
"13025","09/30/2005",Sep 2005,2005 Q3,"UNRATE",5.1
"13026","10/31/2005",Oct 2005,2005 Q4,"UNRATE",5
"13027","11/30/2005",Nov 2005,2005 Q4,"UNRATE",5
"13028","12/31/2005",Dec 2005,2005 Q4,"UNRATE",4.9
"13029","01/31/2006",Jan 2006,2006 Q1,"UNRATE",4.7
"13030","02/28/2006",Feb 2006,2006 Q1,"UNRATE",4.8
"13031","03/31/2006",Mar 2006,2006 Q1,"UNRATE",4.7
"13032","04/30/2006",Apr 2006,2006 Q2,"UNRATE",4.7
"13033","05/31/2006",May 2006,2006 Q2,"UNRATE",4.6
"13034","06/30/2006",Jun 2006,2006 Q2,"UNRATE",4.6
"13035","07/31/2006",Jul 2006,2006 Q3,"UNRATE",4.8
"13036","08/31/2006",Aug 2006,2006 Q3,"UNRATE",4.7
"13037","09/30/2006",Sep 2006,2006 Q3,"UNRATE",4.6
"13038","10/31/2006",Oct 2006,2006 Q4,"UNRATE",4.4
"13039","11/30/2006",Nov 2006,2006 Q4,"UNRATE",4.5
"13040","12/31/2006",Dec 2006,2006 Q4,"UNRATE",4.5
"13041","01/31/2007",Jan 2007,2007 Q1,"UNRATE",4.6
"13042","02/28/2007",Feb 2007,2007 Q1,"UNRATE",4.5
"13043","03/31/2007",Mar 2007,2007 Q1,"UNRATE",4.4
"13044","04/30/2007",Apr 2007,2007 Q2,"UNRATE",4.5
"13045","05/31/2007",May 2007,2007 Q2,"UNRATE",4.5
"13046","06/30/2007",Jun 2007,2007 Q2,"UNRATE",4.5
"13047","07/31/2007",Jul 2007,2007 Q3,"UNRATE",4.6
"13048","08/31/2007",Aug 2007,2007 Q3,"UNRATE",4.6
"13049","09/30/2007",Sep 2007,2007 Q3,"UNRATE",4.7
"13050","10/31/2007",Oct 2007,2007 Q4,"UNRATE",4.7
"13051","11/30/2007",Nov 2007,2007 Q4,"UNRATE",4.7
"13052","12/31/2007",Dec 2007,2007 Q4,"UNRATE",5
"13053","01/31/2008",Jan 2008,2008 Q1,"UNRATE",4.9
"13054","02/29/2008",Feb 2008,2008 Q1,"UNRATE",4.8
"13055","03/31/2008",Mar 2008,2008 Q1,"UNRATE",5.1
"13056","04/30/2008",Apr 2008,2008 Q2,"UNRATE",5
"13057","05/31/2008",May 2008,2008 Q2,"UNRATE",5.5
"13058","06/30/2008",Jun 2008,2008 Q2,"UNRATE",5.5
"13059","07/31/2008",Jul 2008,2008 Q3,"UNRATE",5.7
"13060","08/31/2008",Aug 2008,2008 Q3,"UNRATE",6.1
"13061","09/30/2008",Sep 2008,2008 Q3,"UNRATE",6.1
"13062","10/31/2008",Oct 2008,2008 Q4,"UNRATE",6.5
"13063","11/30/2008",Nov 2008,2008 Q4,"UNRATE",6.7
"13064","12/31/2008",Dec 2008,2008 Q4,"UNRATE",7.2
"13065","01/31/2009",Jan 2009,2009 Q1,"UNRATE",7.6
"13066","02/28/2009",Feb 2009,2009 Q1,"UNRATE",8.1
"13067","03/31/2009",Mar 2009,2009 Q1,"UNRATE",8.5
"13068","04/30/2009",Apr 2009,2009 Q2,"UNRATE",8.9
"13069","05/31/2009",May 2009,2009 Q2,"UNRATE",9.4
"13070","06/30/2009",Jun 2009,2009 Q2,"UNRATE",9.5
"13071","07/31/2009",Jul 2009,2009 Q3,"UNRATE",9.4
"13072","08/31/2009",Aug 2009,2009 Q3,"UNRATE",9.7
"13073","09/30/2009",Sep 2009,2009 Q3,"UNRATE",9.8
"13074","10/31/2009",Oct 2009,2009 Q4,"UNRATE",10.2
"13075","11/30/2009",Nov 2009,2009 Q4,"UNRATE",10
"13076","12/31/2009",Dec 2009,2009 Q4,"UNRATE",10
"13077","01/31/2010",Jan 2010,2010 Q1,"UNRATE",9.7
"13078","02/28/2010",Feb 2010,2010 Q1,"UNRATE",9.7
"13079","03/31/2010",Mar 2010,2010 Q1,"UNRATE",9.7
"13080","04/30/2010",Apr 2010,2010 Q2,"UNRATE",9.9
"13081","05/31/2010",May 2010,2010 Q2,"UNRATE",9.7
"13082","06/30/2010",Jun 2010,2010 Q2,"UNRATE",9.5
"13083","07/31/2010",Jul 2010,2010 Q3,"UNRATE",9.5
"13084","08/31/2010",Aug 2010,2010 Q3,"UNRATE",9.6
"13085","09/30/2010",Sep 2010,2010 Q3,"UNRATE",9.6
"13086","10/31/2010",Oct 2010,2010 Q4,"UNRATE",9.6
"13087","11/30/2010",Nov 2010,2010 Q4,"UNRATE",9.8
"13088","12/31/2010",Dec 2010,2010 Q4,"UNRATE",9.4
"13089","01/31/2011",Jan 2011,2011 Q1,"UNRATE",9
"13090","02/28/2011",Feb 2011,2011 Q1,"UNRATE",8.9
"13091","03/31/2011",Mar 2011,2011 Q1,"UNRATE",8.8
"13092","04/30/2011",Apr 2011,2011 Q2,"UNRATE",9
"13093","05/31/2011",May 2011,2011 Q2,"UNRATE",9.1
"13094","06/30/2011",Jun 2011,2011 Q2,"UNRATE",9.2
"13095","07/31/2011",Jul 2011,2011 Q3,"UNRATE",9.1
"13096","08/31/2011",Aug 2011,2011 Q3,"UNRATE",9.1
"13097","09/30/2011",Sep 2011,2011 Q3,"UNRATE",9.1
"13098","10/31/2011",Oct 2011,2011 Q4,"UNRATE",9
"13099","11/30/2011",Nov 2011,2011 Q4,"UNRATE",8.6
"13100","12/31/2011",Dec 2011,2011 Q4,"UNRATE",8.5
"13101","01/31/2012",Jan 2012,2012 Q1,"UNRATE",8.3
"13102","02/29/2012",Feb 2012,2012 Q1,"UNRATE",8.3
"13103","03/31/2012",Mar 2012,2012 Q1,"UNRATE",8.2
"13104","04/30/2012",Apr 2012,2012 Q2,"UNRATE",8.1
"13105","05/31/2012",May 2012,2012 Q2,"UNRATE",8.2
"13106","06/30/2012",Jun 2012,2012 Q2,"UNRATE",8.2
"13107","07/31/2012",Jul 2012,2012 Q3,"UNRATE",8.3
"13108","08/31/2012",Aug 2012,2012 Q3,"UNRATE",8.1
"13109","09/30/2012",Sep 2012,2012 Q3,"UNRATE",7.8
"13110","10/31/2012",Oct 2012,2012 Q4,"UNRATE",7.9
"13111","11/30/2012",Nov 2012,2012 Q4,"UNRATE",7.7
"13112","12/31/2012",Dec 2012,2012 Q4,"UNRATE",7.8
"13113","01/31/2013",Jan 2013,2013 Q1,"UNRATE",7.9
"13114","02/28/2013",Feb 2013,2013 Q1,"UNRATE",7.7
"13115","03/31/2013",Mar 2013,2013 Q1,"UNRATE",7.6
"13116","04/30/2013",Apr 2013,2013 Q2,"UNRATE",7.5
"13117","05/31/2013",May 2013,2013 Q2,"UNRATE",7.6
"13118","06/30/2013",Jun 2013,2013 Q2,"UNRATE",7.6
"13119","07/31/2013",Jul 2013,2013 Q3,"UNRATE",7.4
"13120","08/31/2013",Aug 2013,2013 Q3,"UNRATE",7.3
"13121","09/30/2013",Sep 2013,2013 Q3,"UNRATE",7.2
"13122","10/31/2013",Oct 2013,2013 Q4,"UNRATE",7.3
"13123","11/30/2013",Nov 2013,2013 Q4,"UNRATE",7
"13124","12/31/2013",Dec 2013,2013 Q4,"UNRATE",6.7
"13125","01/31/2014",Jan 2014,2014 Q1,"UNRATE",6.6
"13126","02/28/2014",Feb 2014,2014 Q1,"UNRATE",6.7
"13127","03/31/2014",Mar 2014,2014 Q1,"UNRATE",6.7
"13128","04/30/2014",Apr 2014,2014 Q2,"UNRATE",6.3
"13129","05/31/2014",May 2014,2014 Q2,"UNRATE",6.3
"13130","06/30/2014",Jun 2014,2014 Q2,"UNRATE",6.1
"13131","07/31/2014",Jul 2014,2014 Q3,"UNRATE",6.2
"13132","08/31/2014",Aug 2014,2014 Q3,"UNRATE",6.1
"13133","09/30/2014",Sep 2014,2014 Q3,"UNRATE",5.9
"13134","10/31/2014",Oct 2014,2014 Q4,"UNRATE",5.8
"13135","11/30/2014",Nov 2014,2014 Q4,"UNRATE",5.8
"13136","12/31/2014",Dec 2014,2014 Q4,"UNRATE",5.6
"13137","01/31/2015",Jan 2015,2015 Q1,"UNRATE",5.7
"13138","02/28/2015",Feb 2015,2015 Q1,"UNRATE",5.5
"13139","03/31/2015",Mar 2015,2015 Q1,"UNRATE",5.5
"13140","04/30/2015",Apr 2015,2015 Q2,"UNRATE",5.4
"13141","05/31/2015",May 2015,2015 Q2,"UNRATE",5.5
"13142","06/30/2015",Jun 2015,2015 Q2,"UNRATE",5.3
"13143","07/31/2015",Jul 2015,2015 Q3,"UNRATE",5.3
"13144","08/31/2015",Aug 2015,2015 Q3,"UNRATE",5.1
"13145","09/30/2015",Sep 2015,2015 Q3,"UNRATE",5.1
"13146","10/31/2015",Oct 2015,2015 Q4,"UNRATE",5
"13147","11/30/2015",Nov 2015,2015 Q4,"UNRATE",5
"13148","12/31/2015",Dec 2015,2015 Q4,"UNRATE",5
"13149","01/31/2016",Jan 2016,2016 Q1,"UNRATE",4.9
"13150","02/29/2016",Feb 2016,2016 Q1,"UNRATE",4.9
"13151","03/31/2016",Mar 2016,2016 Q1,"UNRATE",5
"13152","04/30/2016",Apr 2016,2016 Q2,"UNRATE",5
"13153","05/31/2016",May 2016,2016 Q2,"UNRATE",4.7
"13154","06/30/2016",Jun 2016,2016 Q2,"UNRATE",4.9
"13155","07/31/2016",Jul 2016,2016 Q3,"UNRATE",4.9
"13156","08/31/2016",Aug 2016,2016 Q3,"UNRATE",4.9
"13157","09/30/2016",Sep 2016,2016 Q3,"UNRATE",5
"13158","10/31/2016",Oct 2016,2016 Q4,"UNRATE",4.9
"13159","11/30/2016",Nov 2016,2016 Q4,"UNRATE",4.6
"13160","12/31/2016",Dec 2016,2016 Q4,"UNRATE",4.7
"13161","01/31/2017",Jan 2017,2017 Q1,"UNRATE",4.8
"13162","02/28/2017",Feb 2017,2017 Q1,"UNRATE",4.7
"13163","03/31/2017",Mar 2017,2017 Q1,"UNRATE",4.5
"13164","04/30/2017",Apr 2017,2017 Q2,"UNRATE",4.4
"13165","05/31/2017",May 2017,2017 Q2,"UNRATE",4.3
"13166","06/30/2017",Jun 2017,2017 Q2,"UNRATE",4.4
"13167","07/31/2017",Jul 2017,2017 Q3,"UNRATE",4.3
"13168","08/31/2017",Aug 2017,2017 Q3,"UNRATE",4.4
"13169","09/30/2017",Sep 2017,2017 Q3,"UNRATE",4.2
"13170","10/31/2017",Oct 2017,2017 Q4,"UNRATE",4.1
"13171","11/30/2017",Nov 2017,2017 Q4,"UNRATE",4.1
"13172","12/31/2017",Dec 2017,2017 Q4,"UNRATE",4.1
"13173","01/31/2018",Jan 2018,2018 Q1,"UNRATE",4.1
"13174","02/28/2018",Feb 2018,2018 Q1,"UNRATE",4.1
"13175","03/31/2018",Mar 2018,2018 Q1,"UNRATE",4.1
"13176","04/30/2018",Apr 2018,2018 Q2,"UNRATE",3.9
"13177","05/31/2018",May 2018,2018 Q2,"UNRATE",3.8
"13178","06/30/2018",Jun 2018,2018 Q2,"UNRATE",4
"13179","07/31/2018",Jul 2018,2018 Q3,"UNRATE",3.9
"13180","08/31/2018",Aug 2018,2018 Q3,"UNRATE",3.9
"13181","09/30/2018",Sep 2018,2018 Q3,"UNRATE",3.7
"13182","10/31/2018",Oct 2018,2018 Q4,"UNRATE",3.7
"13183","11/30/2018",Nov 2018,2018 Q4,"UNRATE",3.7
"13184","12/31/2018",Dec 2018,2018 Q4,"UNRATE",3.9
"13185","01/31/2019",Jan 2019,2019 Q1,"UNRATE",4
"13186","02/28/2019",Feb 2019,2019 Q1,"UNRATE",4
"13187","03/31/2019",Mar 2019,2019 Q1,"UNRATE",4
"13188","04/30/2019",Apr 2019,2019 Q2,"UNRATE",4
"13189","01/31/1967",Jan 1967,1967 Q1,"UEMPMEAN",9.4
"13190","02/28/1967",Feb 1967,1967 Q1,"UEMPMEAN",9.3
"13191","03/31/1967",Mar 1967,1967 Q1,"UEMPMEAN",9
"13192","04/30/1967",Apr 1967,1967 Q2,"UEMPMEAN",9
"13193","05/31/1967",May 1967,1967 Q2,"UEMPMEAN",8.8
"13194","06/30/1967",Jun 1967,1967 Q2,"UEMPMEAN",8.6
"13195","07/31/1967",Jul 1967,1967 Q3,"UEMPMEAN",8.5
"13196","08/31/1967",Aug 1967,1967 Q3,"UEMPMEAN",8.8
"13197","09/30/1967",Sep 1967,1967 Q3,"UEMPMEAN",8.2
"13198","10/31/1967",Oct 1967,1967 Q4,"UEMPMEAN",8.5
"13199","11/30/1967",Nov 1967,1967 Q4,"UEMPMEAN",9
"13200","12/31/1967",Dec 1967,1967 Q4,"UEMPMEAN",8.8
"13201","01/31/1968",Jan 1968,1968 Q1,"UEMPMEAN",9.4
"13202","02/29/1968",Feb 1968,1968 Q1,"UEMPMEAN",8.8
"13203","03/31/1968",Mar 1968,1968 Q1,"UEMPMEAN",8.6
"13204","04/30/1968",Apr 1968,1968 Q2,"UEMPMEAN",8.8
"13205","05/31/1968",May 1968,1968 Q2,"UEMPMEAN",8.4
"13206","06/30/1968",Jun 1968,1968 Q2,"UEMPMEAN",8.4
"13207","07/31/1968",Jul 1968,1968 Q3,"UEMPMEAN",8.6
"13208","08/31/1968",Aug 1968,1968 Q3,"UEMPMEAN",8.3
"13209","09/30/1968",Sep 1968,1968 Q3,"UEMPMEAN",8.1
"13210","10/31/1968",Oct 1968,1968 Q4,"UEMPMEAN",8.2
"13211","11/30/1968",Nov 1968,1968 Q4,"UEMPMEAN",8.2
"13212","12/31/1968",Dec 1968,1968 Q4,"UEMPMEAN",8.3
"13213","01/31/1969",Jan 1969,1969 Q1,"UEMPMEAN",8.1
"13214","02/28/1969",Feb 1969,1969 Q1,"UEMPMEAN",7.9
"13215","03/31/1969",Mar 1969,1969 Q1,"UEMPMEAN",7.9
"13216","04/30/1969",Apr 1969,1969 Q2,"UEMPMEAN",7.9
"13217","05/31/1969",May 1969,1969 Q2,"UEMPMEAN",8.1
"13218","06/30/1969",Jun 1969,1969 Q2,"UEMPMEAN",8.3
"13219","07/31/1969",Jul 1969,1969 Q3,"UEMPMEAN",8
"13220","08/31/1969",Aug 1969,1969 Q3,"UEMPMEAN",7.9
"13221","09/30/1969",Sep 1969,1969 Q3,"UEMPMEAN",7.9
"13222","10/31/1969",Oct 1969,1969 Q4,"UEMPMEAN",7.6
"13223","11/30/1969",Nov 1969,1969 Q4,"UEMPMEAN",8
"13224","12/31/1969",Dec 1969,1969 Q4,"UEMPMEAN",8
"13225","01/31/1970",Jan 1970,1970 Q1,"UEMPMEAN",7.9
"13226","02/28/1970",Feb 1970,1970 Q1,"UEMPMEAN",8.1
"13227","03/31/1970",Mar 1970,1970 Q1,"UEMPMEAN",8.4
"13228","04/30/1970",Apr 1970,1970 Q2,"UEMPMEAN",8.2
"13229","05/31/1970",May 1970,1970 Q2,"UEMPMEAN",8.8
"13230","06/30/1970",Jun 1970,1970 Q2,"UEMPMEAN",9.4
"13231","07/31/1970",Jul 1970,1970 Q3,"UEMPMEAN",9
"13232","08/31/1970",Aug 1970,1970 Q3,"UEMPMEAN",8.9
"13233","09/30/1970",Sep 1970,1970 Q3,"UEMPMEAN",9
"13234","10/31/1970",Oct 1970,1970 Q4,"UEMPMEAN",8.7
"13235","11/30/1970",Nov 1970,1970 Q4,"UEMPMEAN",9.3
"13236","12/31/1970",Dec 1970,1970 Q4,"UEMPMEAN",9.7
"13237","01/31/1971",Jan 1971,1971 Q1,"UEMPMEAN",10.3
"13238","02/28/1971",Feb 1971,1971 Q1,"UEMPMEAN",10.4
"13239","03/31/1971",Mar 1971,1971 Q1,"UEMPMEAN",10.7
"13240","04/30/1971",Apr 1971,1971 Q2,"UEMPMEAN",11
"13241","05/31/1971",May 1971,1971 Q2,"UEMPMEAN",11.4
"13242","06/30/1971",Jun 1971,1971 Q2,"UEMPMEAN",12.6
"13243","07/31/1971",Jul 1971,1971 Q3,"UEMPMEAN",11.5
"13244","08/31/1971",Aug 1971,1971 Q3,"UEMPMEAN",11.6
"13245","09/30/1971",Sep 1971,1971 Q3,"UEMPMEAN",12
"13246","10/31/1971",Oct 1971,1971 Q4,"UEMPMEAN",12.5
"13247","11/30/1971",Nov 1971,1971 Q4,"UEMPMEAN",11.8
"13248","12/31/1971",Dec 1971,1971 Q4,"UEMPMEAN",11.4
"13249","01/31/1972",Jan 1972,1972 Q1,"UEMPMEAN",11.8
"13250","02/29/1972",Feb 1972,1972 Q1,"UEMPMEAN",12.5
"13251","03/31/1972",Mar 1972,1972 Q1,"UEMPMEAN",12.4
"13252","04/30/1972",Apr 1972,1972 Q2,"UEMPMEAN",12.4
"13253","05/31/1972",May 1972,1972 Q2,"UEMPMEAN",12.5
"13254","06/30/1972",Jun 1972,1972 Q2,"UEMPMEAN",13.5
"13255","07/31/1972",Jul 1972,1972 Q3,"UEMPMEAN",11.8
"13256","08/31/1972",Aug 1972,1972 Q3,"UEMPMEAN",12.1
"13257","09/30/1972",Sep 1972,1972 Q3,"UEMPMEAN",12.2
"13258","10/31/1972",Oct 1972,1972 Q4,"UEMPMEAN",11.6
"13259","11/30/1972",Nov 1972,1972 Q4,"UEMPMEAN",11.3
"13260","12/31/1972",Dec 1972,1972 Q4,"UEMPMEAN",11.2
"13261","01/31/1973",Jan 1973,1973 Q1,"UEMPMEAN",10.9
"13262","02/28/1973",Feb 1973,1973 Q1,"UEMPMEAN",10.5
"13263","03/31/1973",Mar 1973,1973 Q1,"UEMPMEAN",10.5
"13264","04/30/1973",Apr 1973,1973 Q2,"UEMPMEAN",9.9
"13265","05/31/1973",May 1973,1973 Q2,"UEMPMEAN",10
"13266","06/30/1973",Jun 1973,1973 Q2,"UEMPMEAN",9.8
"13267","07/31/1973",Jul 1973,1973 Q3,"UEMPMEAN",9.6
"13268","08/31/1973",Aug 1973,1973 Q3,"UEMPMEAN",10
"13269","09/30/1973",Sep 1973,1973 Q3,"UEMPMEAN",9.4
"13270","10/31/1973",Oct 1973,1973 Q4,"UEMPMEAN",10.4
"13271","11/30/1973",Nov 1973,1973 Q4,"UEMPMEAN",10.1
"13272","12/31/1973",Dec 1973,1973 Q4,"UEMPMEAN",9.4
"13273","01/31/1974",Jan 1974,1974 Q1,"UEMPMEAN",9.4
"13274","02/28/1974",Feb 1974,1974 Q1,"UEMPMEAN",9.6
"13275","03/31/1974",Mar 1974,1974 Q1,"UEMPMEAN",9.4
"13276","04/30/1974",Apr 1974,1974 Q2,"UEMPMEAN",9.8
"13277","05/31/1974",May 1974,1974 Q2,"UEMPMEAN",9.5
"13278","06/30/1974",Jun 1974,1974 Q2,"UEMPMEAN",9.8
"13279","07/31/1974",Jul 1974,1974 Q3,"UEMPMEAN",10.1
"13280","08/31/1974",Aug 1974,1974 Q3,"UEMPMEAN",10
"13281","09/30/1974",Sep 1974,1974 Q3,"UEMPMEAN",9.6
"13282","10/31/1974",Oct 1974,1974 Q4,"UEMPMEAN",10
"13283","11/30/1974",Nov 1974,1974 Q4,"UEMPMEAN",9.8
"13284","12/31/1974",Dec 1974,1974 Q4,"UEMPMEAN",10
"13285","01/31/1975",Jan 1975,1975 Q1,"UEMPMEAN",10.7
"13286","02/28/1975",Feb 1975,1975 Q1,"UEMPMEAN",11.7
"13287","03/31/1975",Mar 1975,1975 Q1,"UEMPMEAN",11.4
"13288","04/30/1975",Apr 1975,1975 Q2,"UEMPMEAN",12.9
"13289","05/31/1975",May 1975,1975 Q2,"UEMPMEAN",13.4
"13290","06/30/1975",Jun 1975,1975 Q2,"UEMPMEAN",15.4
"13291","07/31/1975",Jul 1975,1975 Q3,"UEMPMEAN",15.4
"13292","08/31/1975",Aug 1975,1975 Q3,"UEMPMEAN",15.7
"13293","09/30/1975",Sep 1975,1975 Q3,"UEMPMEAN",16.2
"13294","10/31/1975",Oct 1975,1975 Q4,"UEMPMEAN",15.4
"13295","11/30/1975",Nov 1975,1975 Q4,"UEMPMEAN",16.8
"13296","12/31/1975",Dec 1975,1975 Q4,"UEMPMEAN",16.4
"13297","01/31/1976",Jan 1976,1976 Q1,"UEMPMEAN",16.9
"13298","02/29/1976",Feb 1976,1976 Q1,"UEMPMEAN",16.2
"13299","03/31/1976",Mar 1976,1976 Q1,"UEMPMEAN",15.8
"13300","04/30/1976",Apr 1976,1976 Q2,"UEMPMEAN",15.7
"13301","05/31/1976",May 1976,1976 Q2,"UEMPMEAN",15
"13302","06/30/1976",Jun 1976,1976 Q2,"UEMPMEAN",16.9
"13303","07/31/1976",Jul 1976,1976 Q3,"UEMPMEAN",15.8
"13304","08/31/1976",Aug 1976,1976 Q3,"UEMPMEAN",15.5
"13305","09/30/1976",Sep 1976,1976 Q3,"UEMPMEAN",15.4
"13306","10/31/1976",Oct 1976,1976 Q4,"UEMPMEAN",15.4
"13307","11/30/1976",Nov 1976,1976 Q4,"UEMPMEAN",15.6
