"","DATE","MONTH","QUARTER","CSI_ID","CSI_VALUE"
"1150","07/31/2014",Jul 2014,2014 Q3,"FI_IG_long",27.086666
"1151","08/31/2014",Aug 2014,2014 Q3,"FI_IG_long",27.826666
"1152","09/30/2014",Sep 2014,2014 Q3,"FI_IG_long",26.993334
"1153","10/31/2014",Oct 2014,2014 Q4,"FI_IG_long",27.373333
"1154","11/30/2014",Nov 2014,2014 Q4,"FI_IG_long",27.553333
"1155","12/31/2014",Dec 2014,2014 Q4,"FI_IG_long",27.573334
"1156","01/31/2015",Jan 2015,2015 Q1,"FI_IG_long",29.266666
"1157","02/28/2015",Feb 2015,2015 Q1,"FI_IG_long",28.426666
"1158","03/31/2015",Mar 2015,2015 Q1,"FI_IG_long",28.233334
"1159","04/30/2015",Apr 2015,2015 Q2,"FI_IG_long",27.346666
"1160","05/31/2015",May 2015,2015 Q2,"FI_IG_long",26.559999
"1161","06/30/2015",Jun 2015,2015 Q2,"FI_IG_long",25.526667
"1162","07/31/2015",Jul 2015,2015 Q3,"FI_IG_long",26.073334
"1163","08/31/2015",Aug 2015,2015 Q3,"FI_IG_long",25.473333
"1164","09/30/2015",Sep 2015,2015 Q3,"FI_IG_long",25.546667
"1165","10/31/2015",Oct 2015,2015 Q4,"FI_IG_long",25.906666
"1166","11/30/2015",Nov 2015,2015 Q4,"FI_IG_long",25.446667
"1167","12/31/2015",Dec 2015,2015 Q4,"FI_IG_long",25.053333
"1168","01/31/2016",Jan 2016,2016 Q1,"FI_IG_long",25.006666
"1169","02/29/2016",Feb 2016,2016 Q1,"FI_IG_long",25.360001
"1170","03/31/2016",Mar 2016,2016 Q1,"FI_IG_long",26.593334
"1171","04/30/2016",Apr 2016,2016 Q2,"FI_IG_long",27.280001
"1172","05/31/2016",May 2016,2016 Q2,"FI_IG_long",26.993334
"1173","06/30/2016",Jun 2016,2016 Q2,"FI_IG_long",28.139999
"1174","07/31/2016",Jul 2016,2016 Q3,"FI_IG_long",28.879999
"1175","08/31/2016",Aug 2016,2016 Q3,"FI_IG_long",28.933332
"1176","09/30/2016",Sep 2016,2016 Q3,"FI_IG_long",28.593334
"1177","10/31/2016",Oct 2016,2016 Q4,"FI_IG_long",27.780001
"1178","11/30/2016",Nov 2016,2016 Q4,"FI_IG_long",26.133333
"1179","12/31/2016",Dec 2016,2016 Q4,"FI_IG_long",26.58
"1180","01/31/2017",Jan 2017,2017 Q1,"FI_IG_long",26.626667
"1181","02/28/2017",Feb 2017,2017 Q1,"FI_IG_long",27.066668
"1182","03/31/2017",Mar 2017,2017 Q1,"FI_IG_long",26.773333
"1183","04/30/2017",Apr 2017,2017 Q2,"FI_IG_long",27.086666
"1184","05/31/2017",May 2017,2017 Q2,"FI_IG_long",27.626667
"1185","06/30/2017",Jun 2017,2017 Q2,"FI_IG_long",27.76
"1186","07/31/2017",Jul 2017,2017 Q3,"FI_IG_long",27.98
"1187","08/31/2017",Aug 2017,2017 Q3,"FI_IG_long",28.153334
"1188","09/30/2017",Sep 2017,2017 Q3,"FI_IG_long",28.08
"1189","10/31/2017",Oct 2017,2017 Q4,"FI_IG_long",28.16
"1190","11/30/2017",Nov 2017,2017 Q4,"FI_IG_long",28.15
"1191","12/31/2017",Dec 2017,2017 Q4,"FI_IG_long",28.610001
"1192","01/31/2018",Jan 2018,2018 Q1,"FI_IG_long",28.290001
"1193","02/28/2018",Feb 2018,2018 Q1,"FI_IG_long",27.02
"1194","03/31/2018",Mar 2018,2018 Q1,"FI_IG_long",27.27
"1195","04/30/2018",Apr 2018,2018 Q2,"FI_IG_long",26.49
"1196","05/31/2018",May 2018,2018 Q2,"FI_IG_long",26.459999
"1197","06/30/2018",Jun 2018,2018 Q2,"FI_IG_long",26.120001
"1198","07/31/2018",Jul 2018,2018 Q3,"FI_IG_long",26.469999
"1199","08/31/2018",Aug 2018,2018 Q3,"FI_IG_long",26.34
"1200","09/30/2018",Sep 2018,2018 Q3,"FI_IG_long",26.17
"1201","10/31/2018",Oct 2018,2018 Q4,"FI_IG_long",25.15
"1202","11/30/2018",Nov 2018,2018 Q4,"FI_IG_long",24.9
"1203","12/31/2018",Dec 2018,2018 Q4,"FI_IG_long",25.379999
"1204","01/31/2019",Jan 2019,2019 Q1,"FI_IG_long",26.35
"1205","02/28/2019",Feb 2019,2019 Q1,"FI_IG_long",26.09
"1206","03/31/2019",Mar 2019,2019 Q1,"FI_IG_long",27.129999
"1207","04/30/2019",Apr 2019,2019 Q2,"FI_IG_long",27.190001
"1208","06/30/2013",Jun 2013,2013 Q2,"FI_IG_short",30.59
"1209","07/31/2013",Jul 2013,2013 Q3,"FI_IG_short",30.67
"1210","08/31/2013",Aug 2013,2013 Q3,"FI_IG_short",30.559999
"1211","09/30/2013",Sep 2013,2013 Q3,"FI_IG_short",30.74
"1212","10/31/2013",Oct 2013,2013 Q4,"FI_IG_short",30.77
"1213","11/30/2013",Nov 2013,2013 Q4,"FI_IG_short",30.82
"1214","12/31/2013",Dec 2013,2013 Q4,"FI_IG_short",30.690001
"1215","01/31/2014",Jan 2014,2014 Q1,"FI_IG_short",30.74
"1216","02/28/2014",Feb 2014,2014 Q1,"FI_IG_short",30.809999
"1217","03/31/2014",Mar 2014,2014 Q1,"FI_IG_short",30.76
"1218","04/30/2014",Apr 2014,2014 Q2,"FI_IG_short",30.790001
"1219","05/31/2014",May 2014,2014 Q2,"FI_IG_short",30.85
"1220","06/30/2014",Jun 2014,2014 Q2,"FI_IG_short",30.809999
"1221","07/31/2014",Jul 2014,2014 Q3,"FI_IG_short",30.74
"1222","08/31/2014",Aug 2014,2014 Q3,"FI_IG_short",30.780001
"1223","09/30/2014",Sep 2014,2014 Q3,"FI_IG_short",30.690001
"1224","10/31/2014",Oct 2014,2014 Q4,"FI_IG_short",30.75
"1225","11/30/2014",Nov 2014,2014 Q4,"FI_IG_short",30.73
"1226","12/31/2014",Dec 2014,2014 Q4,"FI_IG_short",30.58
"1227","01/31/2015",Jan 2015,2015 Q1,"FI_IG_short",30.700001
"1228","02/28/2015",Feb 2015,2015 Q1,"FI_IG_short",30.74
"1229","03/31/2015",Mar 2015,2015 Q1,"FI_IG_short",30.75
"1230","04/30/2015",Apr 2015,2015 Q2,"FI_IG_short",30.700001
"1231","05/31/2015",May 2015,2015 Q2,"FI_IG_short",30.66
"1232","06/30/2015",Jun 2015,2015 Q2,"FI_IG_short",30.6
"1233","07/31/2015",Jul 2015,2015 Q3,"FI_IG_short",30.6
"1234","08/31/2015",Aug 2015,2015 Q3,"FI_IG_short",30.469999
"1235","09/30/2015",Sep 2015,2015 Q3,"FI_IG_short",30.52
"1236","10/31/2015",Oct 2015,2015 Q4,"FI_IG_short",30.57
"1237","11/30/2015",Nov 2015,2015 Q4,"FI_IG_short",30.57
"1238","12/31/2015",Dec 2015,2015 Q4,"FI_IG_short",30.4
"1239","01/31/2016",Jan 2016,2016 Q1,"FI_IG_short",30.379999
"1240","02/29/2016",Feb 2016,2016 Q1,"FI_IG_short",30.49
"1241","03/31/2016",Mar 2016,2016 Q1,"FI_IG_short",30.629999
"1242","04/30/2016",Apr 2016,2016 Q2,"FI_IG_short",30.700001
"1243","05/31/2016",May 2016,2016 Q2,"FI_IG_short",30.629999
"1244","06/30/2016",Jun 2016,2016 Q2,"FI_IG_short",30.780001
"1245","07/31/2016",Jul 2016,2016 Q3,"FI_IG_short",30.84
"1246","08/31/2016",Aug 2016,2016 Q3,"FI_IG_short",30.77
"1247","09/30/2016",Sep 2016,2016 Q3,"FI_IG_short",30.77
"1248","10/31/2016",Oct 2016,2016 Q4,"FI_IG_short",30.709999
"1249","11/30/2016",Nov 2016,2016 Q4,"FI_IG_short",30.540001
"1250","12/31/2016",Dec 2016,2016 Q4,"FI_IG_short",30.530001
"1251","01/31/2017",Jan 2017,2017 Q1,"FI_IG_short",30.59
"1252","02/28/2017",Feb 2017,2017 Q1,"FI_IG_short",30.610001
"1253","03/31/2017",Mar 2017,2017 Q1,"FI_IG_short",30.610001
"1254","04/30/2017",Apr 2017,2017 Q2,"FI_IG_short",30.639999
"1255","05/31/2017",May 2017,2017 Q2,"FI_IG_short",30.67
"1256","06/30/2017",Jun 2017,2017 Q2,"FI_IG_short",30.639999
"1257","07/31/2017",Jul 2017,2017 Q3,"FI_IG_short",30.700001
"1258","08/31/2017",Aug 2017,2017 Q3,"FI_IG_short",30.73
"1259","09/30/2017",Sep 2017,2017 Q3,"FI_IG_short",30.67
"1260","10/31/2017",Oct 2017,2017 Q4,"FI_IG_short",30.66
"1261","11/30/2017",Nov 2017,2017 Q4,"FI_IG_short",30.51
"1262","12/31/2017",Dec 2017,2017 Q4,"FI_IG_short",30.42
"1263","01/31/2018",Jan 2018,2018 Q1,"FI_IG_short",30.35
"1264","02/28/2018",Feb 2018,2018 Q1,"FI_IG_short",30.200001
"1265","03/31/2018",Mar 2018,2018 Q1,"FI_IG_short",30.200001
"1266","04/30/2018",Apr 2018,2018 Q2,"FI_IG_short",30.17
"1267","05/31/2018",May 2018,2018 Q2,"FI_IG_short",30.219999
"1268","06/30/2018",Jun 2018,2018 Q2,"FI_IG_short",30.16
"1269","07/31/2018",Jul 2018,2018 Q3,"FI_IG_short",30.190001
"1270","08/31/2018",Aug 2018,2018 Q3,"FI_IG_short",30.26
"1271","09/30/2018",Sep 2018,2018 Q3,"FI_IG_short",30.18
"1272","10/31/2018",Oct 2018,2018 Q4,"FI_IG_short",30.1
"1273","11/30/2018",Nov 2018,2018 Q4,"FI_IG_short",30.08
"1274","12/31/2018",Dec 2018,2018 Q4,"FI_IG_short",30.139999
"1275","01/31/2019",Jan 2019,2019 Q1,"FI_IG_short",30.41
"1276","02/28/2019",Feb 2019,2019 Q1,"FI_IG_short",30.42
"1277","03/31/2019",Mar 2019,2019 Q1,"FI_IG_short",30.549999
"1278","04/30/2019",Apr 2019,2019 Q2,"FI_IG_short",30.559999
"1279","06/30/2013",Jun 2013,2013 Q2,"FI_treas_long",32.080002
"1280","07/31/2013",Jul 2013,2013 Q3,"FI_treas_long",31.525
"1281","08/31/2013",Aug 2013,2013 Q3,"FI_treas_long",31.059999
"1282","09/30/2013",Sep 2013,2013 Q3,"FI_treas_long",31.25
"1283","10/31/2013",Oct 2013,2013 Q4,"FI_treas_long",31.555
"1284","11/30/2013",Nov 2013,2013 Q4,"FI_treas_long",30.645
"1285","12/31/2013",Dec 2013,2013 Q4,"FI_treas_long",29.92
"1286","01/31/2014",Jan 2014,2014 Q1,"FI_treas_long",31.709999
"1287","02/28/2014",Feb 2014,2014 Q1,"FI_treas_long",31.780001
"1288","03/31/2014",Mar 2014,2014 Q1,"FI_treas_long",31.9
"1289","04/30/2014",Apr 2014,2014 Q2,"FI_treas_long",32.439999
"1290","05/31/2014",May 2014,2014 Q2,"FI_treas_long",33.275002
"1291","06/30/2014",Jun 2014,2014 Q2,"FI_treas_long",33.150002
"1292","07/31/2014",Jul 2014,2014 Q3,"FI_treas_long",33.195
"1293","08/31/2014",Aug 2014,2014 Q3,"FI_treas_long",34.540001
"1294","09/30/2014",Sep 2014,2014 Q3,"FI_treas_long",33.82
"1295","10/31/2014",Oct 2014,2014 Q4,"FI_treas_long",34.560001
"1296","11/30/2014",Nov 2014,2014 Q4,"FI_treas_long",35.419998
"1297","12/31/2014",Dec 2014,2014 Q4,"FI_treas_long",36.435001
"1298","01/31/2015",Jan 2015,2015 Q1,"FI_treas_long",39.599998
"1299","02/28/2015",Feb 2015,2015 Q1,"FI_treas_long",37.330002
"1300","03/31/2015",Mar 2015,2015 Q1,"FI_treas_long",37.610001
"1301","04/30/2015",Apr 2015,2015 Q2,"FI_treas_long",36.415001
"1302","05/31/2015",May 2015,2015 Q2,"FI_treas_long",35.509998
"1303","06/30/2015",Jun 2015,2015 Q2,"FI_treas_long",34.16
"1304","07/31/2015",Jul 2015,2015 Q3,"FI_treas_long",35.494999
"1305","08/31/2015",Aug 2015,2015 Q3,"FI_treas_long",35.200001
"1306","09/30/2015",Sep 2015,2015 Q3,"FI_treas_long",35.755001
"1307","10/31/2015",Oct 2015,2015 Q4,"FI_treas_long",35.564999
"1308","11/30/2015",Nov 2015,2015 Q4,"FI_treas_long",35.18
"1309","12/31/2015",Dec 2015,2015 Q4,"FI_treas_long",34.939999
"1310","01/31/2016",Jan 2016,2016 Q1,"FI_treas_long",36.77
"1311","02/29/2016",Feb 2016,2016 Q1,"FI_treas_long",37.695
"1312","03/31/2016",Mar 2016,2016 Q1,"FI_treas_long",37.685001
"1313","04/30/2016",Apr 2016,2016 Q2,"FI_treas_long",37.369999
"1314","05/31/2016",May 2016,2016 Q2,"FI_treas_long",37.549999
"1315","06/30/2016",Jun 2016,2016 Q2,"FI_treas_long",39.91
"1316","07/31/2016",Jul 2016,2016 Q3,"FI_treas_long",40.639999
"1317","08/31/2016",Aug 2016,2016 Q3,"FI_treas_long",40.145
"1318","09/30/2016",Sep 2016,2016 Q3,"FI_treas_long",39.529999
"1319","10/31/2016",Oct 2016,2016 Q4,"FI_treas_long",37.794998
"1320","11/30/2016",Nov 2016,2016 Q4,"FI_treas_long",34.740002
"1321","12/31/2016",Dec 2016,2016 Q4,"FI_treas_long",34.445
"1322","01/31/2017",Jan 2017,2017 Q1,"FI_treas_long",34.705002
"1323","02/28/2017",Feb 2017,2017 Q1,"FI_treas_long",35.189999
"1324","03/31/2017",Mar 2017,2017 Q1,"FI_treas_long",34.875
"1325","04/30/2017",Apr 2017,2017 Q2,"FI_treas_long",35.349998
"1326","05/31/2017",May 2017,2017 Q2,"FI_treas_long",35.91
"1327","06/30/2017",Jun 2017,2017 Q2,"FI_treas_long",36.055
"1328","07/31/2017",Jul 2017,2017 Q3,"FI_treas_long",35.794998
"1329","08/31/2017",Aug 2017,2017 Q3,"FI_treas_long",36.875
"1330","09/30/2017",Sep 2017,2017 Q3,"FI_treas_long",35.990002
"1331","10/31/2017",Oct 2017,2017 Q4,"FI_treas_long",35.91
"1332","11/30/2017",Nov 2017,2017 Q4,"FI_treas_long",36.049999
"1333","12/31/2017",Dec 2017,2017 Q4,"FI_treas_long",36.59
"1334","01/31/2018",Jan 2018,2018 Q1,"FI_treas_long",35.349998
"1335","02/28/2018",Feb 2018,2018 Q1,"FI_treas_long",34.23
"1336","03/31/2018",Mar 2018,2018 Q1,"FI_treas_long",35.099998
"1337","04/30/2018",Apr 2018,2018 Q2,"FI_treas_long",34.310001
"1338","05/31/2018",May 2018,2018 Q2,"FI_treas_long",34.900002
"1339","06/30/2018",Jun 2018,2018 Q2,"FI_treas_long",35.029999
"1340","07/31/2018",Jul 2018,2018 Q3,"FI_treas_long",34.459999
"1341","08/31/2018",Aug 2018,2018 Q3,"FI_treas_long",34.830002
"1342","09/30/2018",Sep 2018,2018 Q3,"FI_treas_long",33.799999
"1343","10/31/2018",Oct 2018,2018 Q4,"FI_treas_long",32.759998
"1344","11/30/2018",Nov 2018,2018 Q4,"FI_treas_long",33.259998
"1345","12/31/2018",Dec 2018,2018 Q4,"FI_treas_long",35.040001
"1346","01/31/2019",Jan 2019,2019 Q1,"FI_treas_long",35.139999
"1347","02/28/2019",Feb 2019,2019 Q1,"FI_treas_long",34.59
"1348","03/31/2019",Mar 2019,2019 Q1,"FI_treas_long",36.389999
"1349","04/30/2019",Apr 2019,2019 Q2,"FI_treas_long",35.630001
"1350","06/30/2013",Jun 2013,2013 Q2,"FI_treas_short",29.889999
"1351","07/31/2013",Jul 2013,2013 Q3,"FI_treas_short",29.950001
"1352","08/31/2013",Aug 2013,2013 Q3,"FI_treas_short",29.879999
"1353","09/30/2013",Sep 2013,2013 Q3,"FI_treas_short",30.030001
"1354","10/31/2013",Oct 2013,2013 Q4,"FI_treas_short",30.26
"1355","11/30/2013",Nov 2013,2013 Q4,"FI_treas_short",30.26
"1356","12/31/2013",Dec 2013,2013 Q4,"FI_treas_short",29.93
"1357","01/31/2014",Jan 2014,2014 Q1,"FI_treas_short",30.030001
"1358","02/28/2014",Feb 2014,2014 Q1,"FI_treas_short",30.09
"1359","03/31/2014",Mar 2014,2014 Q1,"FI_treas_short",29.959999
"1360","04/30/2014",Apr 2014,2014 Q2,"FI_treas_short",30.01
"1361","05/31/2014",May 2014,2014 Q2,"FI_treas_short",30.1
"1362","06/30/2014",Jun 2014,2014 Q2,"FI_treas_short",30.07
"1363","07/31/2014",Jul 2014,2014 Q3,"FI_treas_short",29.99
"1364","08/31/2014",Aug 2014,2014 Q3,"FI_treas_short",31.809999
"1365","09/30/2014",Sep 2014,2014 Q3,"FI_treas_short",30.139999
"1366","10/31/2014",Oct 2014,2014 Q4,"FI_treas_short",30.25
"1367","11/30/2014",Nov 2014,2014 Q4,"FI_treas_short",30.200001
"1368","12/31/2014",Dec 2014,2014 Q4,"FI_treas_short",30.08
"1369","01/31/2015",Jan 2015,2015 Q1,"FI_treas_short",30.370001
"1370","02/28/2015",Feb 2015,2015 Q1,"FI_treas_short",30.200001
"1371","03/31/2015",Mar 2015,2015 Q1,"FI_treas_short",30.35
"1372","04/30/2015",Apr 2015,2015 Q2,"FI_treas_short",30.26
"1373","05/31/2015",May 2015,2015 Q2,"FI_treas_short",30.299999
"1374","06/30/2015",Jun 2015,2015 Q2,"FI_treas_short",30.290001
"1375","07/31/2015",Jul 2015,2015 Q3,"FI_treas_short",30.219999
"1376","08/31/2015",Aug 2015,2015 Q3,"FI_treas_short",30.280001
"1377","09/30/2015",Sep 2015,2015 Q3,"FI_treas_short",30.370001
"1378","10/31/2015",Oct 2015,2015 Q4,"FI_treas_short",30.290001
"1379","11/30/2015",Nov 2015,2015 Q4,"FI_treas_short",30.16
"1380","12/31/2015",Dec 2015,2015 Q4,"FI_treas_short",30.1
"1381","01/31/2016",Jan 2016,2016 Q1,"FI_treas_short",30.41
"1382","02/29/2016",Feb 2016,2016 Q1,"FI_treas_short",30.43
"1383","03/31/2016",Mar 2016,2016 Q1,"FI_treas_short",30.49
"1384","04/30/2016",Apr 2016,2016 Q2,"FI_treas_short",30.440001
"1385","05/31/2016",May 2016,2016 Q2,"FI_treas_short",30.4
"1386","06/30/2016",Jun 2016,2016 Q2,"FI_treas_short",30.66
"1387","07/31/2016",Jul 2016,2016 Q3,"FI_treas_short",30.629999
"1388","08/31/2016",Aug 2016,2016 Q3,"FI_treas_short",30.49
"1389","09/30/2016",Sep 2016,2016 Q3,"FI_treas_short",30.549999
"1390","10/31/2016",Oct 2016,2016 Q4,"FI_treas_short",30.440001
"1391","11/30/2016",Nov 2016,2016 Q4,"FI_treas_short",30.09
"1392","12/31/2016",Dec 2016,2016 Q4,"FI_treas_short",30.049999
"1393","01/31/2017",Jan 2017,2017 Q1,"FI_treas_short",30.1
"1394","02/28/2017",Feb 2017,2017 Q1,"FI_treas_short",30.129999
"1395","03/31/2017",Mar 2017,2017 Q1,"FI_treas_short",30.110001
"1396","04/30/2017",Apr 2017,2017 Q2,"FI_treas_short",30.190001
"1397","05/31/2017",May 2017,2017 Q2,"FI_treas_short",30.23
"1398","06/30/2017",Jun 2017,2017 Q2,"FI_treas_short",30.16
"1399","07/31/2017",Jul 2017,2017 Q3,"FI_treas_short",30.200001
"1400","08/31/2017",Aug 2017,2017 Q3,"FI_treas_short",30.280001
"1401","09/30/2017",Sep 2017,2017 Q3,"FI_treas_short",30.15
"1402","10/31/2017",Oct 2017,2017 Q4,"FI_treas_short",30.08
"1403","11/30/2017",Nov 2017,2017 Q4,"FI_treas_short",29.969999
"1404","12/31/2017",Dec 2017,2017 Q4,"FI_treas_short",29.870001
"1405","01/31/2018",Jan 2018,2018 Q1,"FI_treas_short",29.709999
"1406","02/28/2018",Feb 2018,2018 Q1,"FI_treas_short",29.629999
"1407","03/31/2018",Mar 2018,2018 Q1,"FI_treas_short",29.68
"1408","04/30/2018",Apr 2018,2018 Q2,"FI_treas_short",29.530001
"1409","05/31/2018",May 2018,2018 Q2,"FI_treas_short",29.59
"1410","06/30/2018",Jun 2018,2018 Q2,"FI_treas_short",29.559999
"1411","07/31/2018",Jul 2018,2018 Q3,"FI_treas_short",29.49
"1412","08/31/2018",Aug 2018,2018 Q3,"FI_treas_short",29.52
"1413","09/30/2018",Sep 2018,2018 Q3,"FI_treas_short",29.450001
"1414","10/31/2018",Oct 2018,2018 Q4,"FI_treas_short",29.43
"1415","11/30/2018",Nov 2018,2018 Q4,"FI_treas_short",29.48
"1416","12/31/2018",Dec 2018,2018 Q4,"FI_treas_short",29.58
"1417","01/31/2019",Jan 2019,2019 Q1,"FI_treas_short",29.68
"1418","02/28/2019",Feb 2019,2019 Q1,"FI_treas_short",29.639999
"1419","03/31/2019",Mar 2019,2019 Q1,"FI_treas_short",29.76
"1420","04/30/2019",Apr 2019,2019 Q2,"FI_treas_short",29.76
