"","DV","Variable","# datapoints","R2","adjR2","AIC","BIC","F","RMSE","Coef","p-value","Robst p","BG_stat","DW_upper_stat","DW_lower_stat","BP_stat","RMSE_OS","ADF pvalue","PP pvalue","KPSS pvalue","Criteria1","Criteria2","Criteria3"
"1","EQ_small_cap","SPX_Index_30DRSIMoMPercentChangeL0","70","0.573728041625733","0.567550187156541","281.234408832508","285.731399316606","2.09832151654155e-14","1.75296255321941","14.2046156773989","2.09578827554256e-14","8.40587891585882e-11","0.787975270923755","0.664174574763977","0.335825425236023",NA,"2.242118277357","0.194622262785535","0.01","0.1","","",""
"2","EQ_small_cap","SPX_Index_30DRSIMoMDifferenceL0","70","0.541940306386804","0.535301760102555","286.268946627707","290.765937111806","2.57460719410574e-13","1.81714798070274","0.257913853844047","2.57483327238663e-13","1.74498154280882e-08","0.667727777339683","0.720098904680507","0.279901095319493",NA,"2.29411051454632","0.224261185718189","0.01","0.1","","",""
"3","EQ_small_cap","SPX_Index_14DRSIMoMPercentChangeL0","70","0.427185061007765","0.418883395225269","301.918369572664","306.415360056763","6.44572395458454e-10","2.03205952052823","6.52849637999523","6.44572443448303e-10","4.48033683350039e-08","0.926389601754671","0.524818069882456","0.475181930117544",NA,"2.61935080572748","0.0464830864437182","0.01","0.1","","",""
"4","EQ_small_cap","SPX_Index_14DRSIMoMDifferenceL0","70","0.415237457966823","0.406762638517067","303.363390620348","307.860381104447","1.33153732484459e-09","2.05314219931979","0.127227382465365","1.33153730875947e-09","7.74087670253138e-08","0.975686204695955","0.575006905861204","0.424993094138796",NA,"2.60441034424301","0.0521329129392685","0.01","0.1","","",""
"5","EQ_small_cap","VIX_IndexMoMDifferenceL0","70","0.405745095007775","0.397132705080351","304.490566076867","308.987556560965","2.34599140114256e-09","2.06973929118649","-0.430173148117519","2.34599143889434e-09","0.00179212003642548","0.0655110553925491","0.971878904006319","0.0281210959936812",NA,"2.59109684814147","0.0164973472350816","0.01","0.1","","",""
"6","EQ_small_cap","VIX_IndexMoMPercentChangeL0","70","0.344651879686131","0.335154080841003","311.340641165317","315.837631649416","7.4059326005127e-08","2.17352823261513","-5.86225592654945","7.4059326036457e-08","0.00352551469000142","0.0747579687747138","0.967406009129094","0.0325939908709058",NA,"2.71662451839481","0.01","0.01","0.1","","",""
"7","EQ_small_cap","AAIIBEAR_IndexMoMDifferenceL0","70","0.275247391997746","0.264743731012206","318.387106495864","322.884096979962","2.64706255248548e-06","2.28572590372559","-0.172354921159378","2.64706255248655e-06","0.000466793329576748","0.0883437424121332","0.96855547816432","0.0314445218356804",NA,"2.75697614722772","0.0202243043682636","0.01","0.1","","",""
"8","EQ_small_cap","BAA10YB_IndexMoMDifferenceL0","70","0.23357727597846","0.222469700268003","322.300352215303","326.797342699402","1.96192945205453e-05","2.35051725204768","-0.089036049621737","1.96192945205282e-05","2.01873466959134e-06","0.0149052168426053","0.994596612578236","0.00540338742176361",NA,"2.95703165904197","0.01","0.01","0.1","","",""
"9","EQ_small_cap","AAIIBEAR_IndexMoMPercentChangeL0","70","0.200458825996508","0.188871272750081","325.261643000992","329.758633485091","9.04090585169826e-05","2.40076512404051","-3.97040629112763","9.0409058516936e-05","0.000961748950729119","0.136391932881381","0.947904402387155","0.0520955976128447",NA,"2.94848638774199","0.01","0.01","0.1","","",""
"10","EQ_small_cap","ism_man_newordersMoMPercentChangeL0","70","0.188859298558237","0.177103636218501","326.269887981728","330.766878465827","0.000152571964479487","2.41811724175036","17.3605185154027","0.000152571964479483","0.0057607024207883","0.272770606308653","0.843444805950431","0.156555194049569",NA,"2.9403971873553","0.01","0.01","0.1","","",""
"11","EQ_small_cap","ism_man_newordersMoMDifferenceL0","70","0.184284063111063","0.172462093011224","326.663613302205","331.160603786304","0.000187258640234167","2.42492734183597","0.289444025387845","0.000187258640234145","0.00619217623546374","0.277418731230191","0.841832348229694","0.158167651770306",NA,"2.94703978509684","0.01","0.01","0.1","","",""
"12","EQ_small_cap","BAA10YB_IndexMoMPercentChangeL0","70","0.179572770927975","0.167682521231278","327.066745951201","331.5637364353","0.000231032248132479","2.43192002895552","-11.3463329167548","0.000231032248132503","6.6690563668856e-05","0.028427579234057","0.988846065861777","0.0111539341382231",NA,"3.03114347816133","0.01","0.01","0.1","","",""
"13","EQ_small_cap","IPMATMoMDifferenceL1","70","0.161756661436996","0.149608207254923","328.570571549589","333.067562033688","0.00050741200208182","2.4581835727666","0.721819850450528","0.000507412002081824","0.00128197179085669","0.54191860569578","0.714525093049144","0.285474906950856",NA,"2.96058180253544","0.01","0.01","0.1","","",""
"14","EQ_small_cap","IPMATMoMPercentChangeL1","70","0.159225888772686","0.147040756725913","328.781592847414","333.278583331513","0.000566888370127305","2.4618915743608","78.6554696275081","0.000566888370127246","0.00146966598866838","0.536128136143637","0.694251605360173","0.305748394639827",NA,"2.96582922635305","0.01","0.01","0.1","","",""
